etapa,Violenc_escolas,id,Concorda,DRs,Cidade,serie,Idade,Sexo,Cor_da_pele,Escala_1_1,Escala_1_2,Escala_1_3,Escala_1_4,Escala_1_5,Escala_1_6,Escala_1_7,Escala_1_8,Escala_1_9,Escala_2_1,Escala_2_2,Escala_2_3,Escala_2_4,Escala_2_5,Escala_2_6,Escala_2_7,Escala_2_8,Escala_2_9,Escala_2_10,Escala_2_11,Escala_2_12,Escala_2_13,Escala_2_14,Escala_2_15,Escala_2_16,Escala_3_1,Escala_3_2,Escala_3_3,Escala_3_4,Escala_3_5,Escala_3_6,Escala_3_7,Escala_3_8,Escala_4_1,Escala_4_2,Escala_4_3,Escala_4_4,Escala_4_5,Escala_4_6,Escala_4_7,Escala_4_8,Escala_4_9,Escala_5_1,Escala_5_2,Escala_5_3,Escala_5_4,Escala_5_5,Escala_5_6,Escala_5_7,Escala_6_1,Escala_6_2,Escala_6_3,Escala_6_4,Escala_6_5,Escala_6_6,Escala_6_7,Escala_6_8,Escala_7_1,Escala_7_2,Escala_7_3,Escala_7_4,Escala_7_5,Escala_7_6,Escala_7_7,Escala_7_8,Escala_7_9,Escala_7_10,Escala_7_11,Escala_7_12,Escala_7_13,Escala_7_14,Escala_7_15,Escala_7_16,Escala_7_17,Escala_7_18,Escala_7_19,Escala_7_20,Escala_7_21,Escala_7_22,Escala_8_1,Escala_8_2,Escala_8_3,Escala_8_4,Escala_9_1,Escala_9_2,Escala_9_3,Escala_9_4,Escala_9_5,Escala_9_6,Escala_9_7,Escala_9_8,Escala_9_9,Escala_10_1,Escala_10_2,Escala_10_3,Escala_10_4,Escala_10_5,Escala_10_6,Escala_11_1,Escala_11_2,Escala_11_3,Escala_11_4,Escala_11_5,Violencia_redes,Renda,Redes_sociais,Frequencia_Redes,Tempo_Gasto_Redes,Redes_utilizadas_1,Uso_de_celular,Finalidade_celular_1,Finalidade_celular_2,Finalidade_celular_3,Finalidade_celular_4,Finalidade_celular_5,Finalidade_celular_5_TEXT,F1_escala3,F2_escala3,F1_Escala_4,F2_EScala_4,F3_Escala_4,Maioria_Sexual,Minoria_Sexual,Minoria_Física,PCDs,Maioria_racial,Minoria_racial,Rico,Pobre,Maioria_religiosa,Minoria_religiosa,F1_Escala_9,F2_Escala_9,cor_da_pele,E1_ameacas,E2_situacoes_estresse,E5_disc_pessoal,E6_locais,escala7_soma_pertenc,esc8_rel_intergrup,esc9_inc_diversid,esc10_est_emoc_neg,esc11_satisf_vida,esc3_4_conflitos,E2_6_contextos,E8_9_grupal,E5_10_11_individ,idade_outliers,esc1_1,esc_1_2,esc_1_3,esc_1_4,esc_1_5,esc_1_6,esc_1_7,esc_1_8,esc_1_9,esc1_Pertencimento,esc2_sit_alunos,esc2_sit_escola,esc6_loc_agr_esc,esc6_loc_agr_imed,esc6_loc_agr_internet,esc5_bull_alvo,esc5_bull_agente,esc5_bull_testem,esc7_grup_estig,esc7_soma_pert
6º D,,1824,1,10,Aracaju,1,12,feminino,preto,5,4,1,2,2,1,1,1,5,3,4,3,3,,1,1,3,5,4,5,5,5,4,3,4,5,5,3,5,5,1,4,5,5,3,5,3,5,2,2,3,1,1,5,1,1,5,5,5,5,3,2,3,1,1,5,5,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,4,2,2,2,1,1,3,2,,1,2,4,5,5,2,2,1,1,5,2,1,1,1,1,,,,,4,4.33333,4.5,2,2.5,2,1,1,0,0,1,1,0,0,1,3.33333,1,3,2.44444,,3.28571,3.125,7,5,3.88889,,3.6,3.5625,3.3913,4.23077,3.44286,1,1,2,5,4,4,5,5,5,1,3.55556,4,3.3,2,5,5,2.33333,3,5,0.230769,0.318182
6º D,,1825,1,10,Aracaju,1,12,feminino,branco,4,4,2,5,4,3,2,4,1,3,1,1,1,1,1,1,3,1,1,2,3,4,1,1,1,2,4,2,3,4,2,2,5,4,1,2,2,5,1,1,1,3,1,2,2,1,1,1,1,2,3,3,3,3,2,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,5,2,5,5,3,3,3,3,4,1,5,5,1,2,1,1,3,2,4,3,2,,1,5,2,1,1,1,,,,,,2.6,4.33333,3.75,1.66667,1,1,0,0,0,1,0,0,0,0,0,3.5,2,1,3.22222,1.625,1.28571,2.625,2,3.75,3.66667,2.5,2.6,2.4375,1.95833,3.69231,2.12857,1,2,2,4,1,2,3,4,2,5,2.77778,1.6,1.63636,3,1,4,1.66667,1,1,0,0.0909091
6º ano D,,1826,1,10,Aracaju,1,11,feminino,pardo,4,5,3,2,1,4,1,2,1,3,1,1,1,1,1,1,3,4,4,2,5,2,1,1,1,1,4,1,5,2,2,2,5,5,1,5,1,4,1,2,3,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,2,4,3,4,5,5,5,5,4,3,3,4,1,2,3,3,1,4,4,4,5,3,4,2,2,1,5,3,1,1,,1,,,,,2.4,4.66667,4.75,1.33333,2,2,1,1,0,0,1,0,1,0,1,3.83333,1,2,2.55556,2,1.57143,1,7,2.75,4.22222,2.33333,4,2.5625,1.66667,3.76923,2.63492,1,2,1,3,4,5,2,5,4,5,3.44444,2.8,1.63636,1,1,1,2,1,1.5,0.307692,0.318182
6º D,,1827,1,10,Aracaju,1,13,masculino,branco,4,4,1,2,2,2,1,2,1,2,1,1,1,1,1,1,3,1,1,1,1,4,1,3,4,1,4,2,2,4,1,1,5,4,2,5,2,5,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,2,3,4,5,5,5,5,4,5,5,3,5,1,1,1,1,1,1,4,4,4,4,4,2,1,1,5,3,1,2,,,,,,,1.8,4.33333,4.5,1.33333,2,3,0,1,0,1,0,0,1,0,0,4.5,1,1,2.11111,1.6875,1.14286,1.25,6,2.75,4.66667,1,4,2.4375,1.54167,4.07692,2.04762,1,2,2,5,4,4,4,5,4,5,3.88889,1.2,1.90909,2,1,1,1,1,1.5,0.153846,0.272727
6º D,,1828,1,10,Aracaju,1,14,masculino,preto,5,4,1,3,1,2,1,3,5,2,1,1,1,1,1,1,3,1,1,1,1,4,1,3,4,1,4,2,2,4,1,1,5,4,2,5,2,5,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,4,5,5,5,5,4,5,5,3,5,1,1,1,1,1,1,4,4,4,4,4,,1,1,5,3,1,1,,,,,,,1.8,4.33333,4.5,1.33333,2,2,0,1,0,0,1,0,0,0,0,4.5,1,3,2.77778,1.6875,1.14286,1.25,4,3.25,4.66667,1,4,2.4375,1.54167,4.23077,2.04762,1,1,2,5,3,5,4,5,3,1,3.22222,1.2,1.90909,2,1,1,1,1,1.5,0.153846,0.181818
6º D,,1829,1,10,Aracaju,1,11,feminino,pardo,4,3,3,4,4,4,4,2,5,1,1,1,3,1,1,1,3,1,1,2,1,3,1,1,1,1,5,3,3,3,2,1,5,5,1,4,5,5,3,1,3,1,1,1,1,1,1,2,4,1,2,1,1,1,1,1,5,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,5,3,4,5,5,5,5,4,3,3,5,5,,1,2,5,4,3,4,,4,5,,3,2,1,1,5,5,1,2,,,,,1,uso só as vezes,2,4.33333,3.75,1,3,1,1,1,0,0,1,0,1,0,1,,1.33333,2,3.66667,1.4375,1.57143,1.625,6,4.25,4.375,3.16667,,2.875,1.5,4.33333,2.36905,1,2,3,3,2,2,2,2,4,1,2.33333,1.2,1.54545,1,1,5,1,1,3,0.307692,0.272727
6D,INTIMIDADA,1830,1,10,Aracaju,1,11,feminino,preto,5,5,1,1,1,1,1,1,5,2,2,1,2,1,1,1,5,4,4,4,4,4,1,2,2,5,5,1,5,5,1,1,5,1,3,3,1,5,3,1,5,5,1,1,1,3,5,1,5,5,5,5,1,1,1,5,5,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,4,3,5,5,5,,1,2,1,2,2,1,,1,1,1,1,5,3,3,5,,1,,1,5,2,1,1,1,,,1,,,3.4,5,3.5,3,4,1,2,1,0,0,1,0,0,0,1,2.16667,,3,2.33333,2.5,2.42857,3.5,6,2.25,2.875,,,3.125,2.83333,2.66667,2.42857,1,1,1,5,5,5,5,5,5,1,3.66667,3,2.27273,5,5,5,1,4,3,0.307692,0.272727
1D,,1831,1,10,Aracaju,1,12,feminino,pardo,4,4,3,2,2,2,3,3,3,5,2,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,5,1,5,5,1,5,5,5,5,5,1,5,5,1,1,5,5,5,5,4,4,3,3,5,1,1,1,5,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,5,5,5,3,5,5,5,5,5,5,2,1,4,5,5,5,5,5,,5,5,5,5,2,,1,4,1,1,2,,,,,,,3.4,5,5,3.66667,3,2,1,1,0,0,1,1,0,0,1,3.5,1,2,2.88889,2.3125,4.14286,2,7,4,4,4.83333,,3.5,2.20833,4,4.4881,1,2,2,3,4,4,4,3,3,3,3.11111,2.6,2.18182,1,1,1,5,4,3,0.230769,0.318182
6D,,1832,1,10,Aracaju,1,11,feminino,,3,1,1,1,5,3,1,3,3,3,1,1,5,1,1,1,5,1,1,2,1,1,1,5,5,2,1,5,2,2,2,5,5,5,1,5,1,1,3,5,,5,1,1,1,1,1,1,5,3,3,2,1,1,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,2,1,2,1,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,,1,2,1,1,2,,,,,,,2.6,2.33333,4,3.66667,,0,1,1,0,0,0,0,1,0,1,1,1.33333,,2.33333,2.1875,1.57143,2.125,4,1.75,2.22222,1,2.6,3.26667,2.16667,2.07692,1.72381,1,3,5,5,5,1,3,5,3,3,3.66667,1.6,2.45455,2,3,1,1,1,3,0.230769,0.181818
6D,,1833,1,10,Aracaju,1,11,masculino,pardo,4,4,1,2,1,3,1,3,1,2,3,1,3,4,1,1,4,1,1,2,1,4,3,2,3,2,2,3,3,4,1,1,4,3,1,4,3,4,1,1,1,3,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5,5,4,4,5,5,5,5,5,5,3,3,5,1,2,3,2,1,1,3,4,4,3,4,2,,1,5,3,1,2,,1,,,,,2.2,3,3.5,1.66667,1,2,0,1,0,0,1,0,0,0,1,4.33333,1,2,2.22222,2.25,1.42857,1.625,5,4.5,4.55556,1.66667,3.6,2.3125,2.04167,4.53846,2.23175,1,2,2,5,4,5,3,5,3,5,3.77778,1.4,2.63636,2,1,1,1.33333,1,2,0.153846,0.227273
6D,,1834,1,10,Aracaju,1,,,preto,1,3,1,,1,2,4,5,4,4,1,1,1,4,1,1,2,1,1,1,4,1,1,1,2,5,4,2,4,4,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,2,4,1,3,5,5,4,3,4,5,4,1,1,2,1,1,1,1,3,4,5,3,2,,1,5,5,,2,,,,,,,3,3,1.25,1,1,2,0,0,1,0,1,0,0,0,0,3.5,1.66667,3,2.625,1.6875,1,1,4,2.75,3.77778,1.16667,3.2,2.1875,1.45833,3.46154,1.78889,,5,3,5,,5,4,2,1,2,3.375,1.6,1.72727,1,1,1,1,1,1,0.153846,0.181818
6D,INSTAGRAM. FICA ME APELIDANDO,1835,1,10,Aracaju,1,11,masculino,pardo,5,4,1,3,1,2,1,2,5,1,1,1,1,4,1,1,5,1,2,3,2,1,5,1,1,1,5,4,1,5,1,1,5,5,1,3,2,5,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,2,1,2,5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,3,2,5,1,5,5,5,2,5,5,5,5,3,2,3,1,2,4,3,4,4,3,5,1,,1,5,5,1,2,,,,,,,1.8,4,4.25,1,1,2,0,1,0,0,1,0,1,0,1,3.83333,1,2,2.66667,1.9375,1.57143,1.75,6,2.75,4.22222,2.5,3.8,2.375,1.875,3.76923,2.62381,1,1,2,5,3,5,4,5,4,1,3.33333,1.6,2.09091,1,2,5,2.33333,1,1,0.230769,0.272727
6C,,1836,1,10,Aracaju,1,11,feminino,pardo,2,5,1,3,2,3,1,2,4,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,2,2,1,2,5,5,1,3,1,5,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,2,2,2,1,5,5,5,2,5,2,5,5,1,1,2,2,2,1,3,3,5,4,5,2,,1,4,1,,2,,,,,,,1.6,5,4.5,1.66667,1.5,2,1,1,0,0,1,0,0,0,1,3.33333,1,2,2.55556,1.125,1,1.5,6,2.25,3.88889,1.5,4,2.25,1.25,3.38462,2.16667,1,4,1,5,3,4,3,5,4,2,3.44444,1.2,1.09091,2,2,2,1,1,1,0.230769,0.272727
6C,,1837,1,10,Aracaju,1,12,feminino,pardo,5,3,3,3,3,3,3,,5,1,1,1,5,1,2,2,3,1,,1,2,1,1,5,5,1,5,1,2,2,1,2,5,3,1,3,1,5,1,2,3,1,1,4,1,1,1,1,1,1,1,2,2,1,1,2,5,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2,2,2,3,1,5,5,5,2,5,2,5,5,1,1,4,2,2,1,3,3,3,3,3,1,,1,1,1,,2,,,,,,,1.6,5,4,1.33333,2,2,1,1,0,0,1,0,1,1,0,3.33333,1,2,3.5,,1.42857,1.875,7,2.25,3.88889,1.83333,3,2.125,2.04348,3.38462,2.0873,1,1,3,3,3,3,3,3,,1,2.5,1,2.54545,2,2,5,2,1,1,0.307692,0.318182
6C,,1838,1,10,Aracaju,1,12,feminino,pardo,4,4,2,4,4,4,2,4,2,2,1,1,4,1,1,1,4,1,1,2,2,1,2,1,4,1,2,5,2,2,2,1,2,5,1,2,4,2,1,1,2,4,2,1,1,1,2,1,1,1,1,4,2,2,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2,1,1,2,5,5,5,2,5,5,5,2,1,1,3,2,2,2,1,4,4,2,4,2,5,2,1,,,1,,,1,1,,,1.6,1.66667,2.75,2,1.5,0,2,1,0,0,1,1,0,0,0,3.5,1,2,3.33333,1.8125,1.28571,1.75,5,1.5,4,1.83333,3,2.3125,1.79167,3.23077,2.03968,1,2,2,4,2,2,2,4,2,4,2.66667,1.4,2,4,2,1,1.33333,1.5,1,0.307692,0.227273
6C,"NÃO. EU TENHO MUITA FORÇA PRA ENCARAR MEUS PROBLEMA, E QUERO QUE MINHA FMAÍLIA SINTA ORGULHO DE MIM E QUE SEJA FELIZ",1839,1,10,Aracaju,1,11,feminino,pardo,3,5,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,4,1,2,2,1,1,2,3,1,4,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,4,4,4,5,5,5,5,5,5,5,4,5,1,2,2,1,1,1,5,5,5,5,2,1,,1,5,5,,1,,1,,,,,1.4,3.66667,3.75,1,1.5,2,1,1,0,0,1,0,0,0,1,4.83333,1,2,2.11111,1.25,1,1,6,4,4.88889,1.33333,4.4,1.8125,1.16667,4.61538,2.24444,1,3,1,5,4,4,4,5,5,4,3.88889,1.4,1.18182,1,1,1,1,1,1,0.230769,0.272727
1c,,1840,1,10,Aracaju,1,12,masculino,,2,5,3,3,1,1,2,3,3,2,2,1,3,1,1,1,3,1,1,2,1,1,1,3,5,1,4,5,2,1,1,1,3,3,1,2,5,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,1,5,5,5,3,1,1,3,3,1,1,1,1,1,1,3,4,3,4,1,2,,2,1,,,2,,,,,,,1.2,2.66667,2.25,1.33333,1.5,2,0,1,0,0,0,0,0,0,0,2,1,,2.55556,1.8125,1,1,3,3,3,1,3,2.1875,1.54167,3,1.66667,1,4,1,3,3,5,5,4,3,3,3.44444,1.4,2,1,1,1,1,1,1,0.0769231,0.136364
6C,,1841,1,10,Aracaju,1,12,masculino,pardo,3,4,2,1,2,2,1,3,2,2,1,1,1,3,1,1,3,1,1,1,1,2,2,1,2,1,3,2,2,2,2,1,4,4,1,,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,4,5,5,5,5,5,4,5,5,4,3,1,1,2,3,1,1,3,4,4,4,3,2,2,1,5,3,,1,1,1,,,,,1.6,3.66667,,1,1.5,3,0,0,0,0,1,0,0,0,0,4.33333,1,2,2.22222,1.5,1,1,4,4.5,4.55556,1.5,3.6,1.93333,1.33333,4.53846,2.03333,1,3,2,4,5,4,4,5,3,4,3.77778,1.2,1.63636,1,1,1,1,1,1,0.0769231,0.181818
6C,,1842,1,10,Aracaju,1,11,masculino,preto,4,5,1,2,3,3,3,5,1,3,2,1,3,1,1,1,4,3,1,1,1,2,1,2,1,1,5,1,2,4,1,1,5,4,1,4,4,5,1,1,1,1,1,1,2,1,1,1,3,2,3,4,2,3,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2,4,4,5,5,5,5,4,4,3,5,3,1,1,1,1,1,1,3,4,5,5,4,2,,,,,,,,,,,,,1.8,5,3.75,1,1,3,0,1,0,0,1,0,0,0,1,4,1,3,3,1.75,1.42857,2.125,6,3.25,4.33333,1,4.2,2.3125,1.875,4,2.20952,1,2,1,5,4,3,3,3,1,5,3,1.8,1.72727,4,1,1,1.33333,1,2,0.153846,0.272727
6C,,1843,1,10,Aracaju,1,11,masculino,branco,5,4,1,2,3,5,4,4,1,1,1,1,4,1,1,1,4,1,1,1,5,1,2,3,5,1,2,5,2,4,3,2,2,2,1,2,,2,1,1,1,4,1,1,1,1,1,2,3,1,3,2,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,1,1,1,4,5,3,3,1,2,1,2,1,2,2,2,1,1,1,2,5,4,4,2,2,2,1,1,,2,1,,,,,,2.4,1.66667,,2,1,1,0,0,0,1,0,0,0,0,1,1.66667,2,1,3.22222,2.0625,1.42857,1.875,3,1.75,2.44444,1.5,3.2,2.2,2,2.23077,2.04286,1,1,2,5,4,3,1,2,2,5,2.77778,1,2.54545,2,2,1,1,1,2.5,0,0.136364
6C,,1844,1,10,Aracaju,1,11,masculino,pardo,3,5,1,2,1,2,1,5,1,2,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,5,,2,,1,4,2,5,1,4,3,3,1,1,2,2,1,1,1,1,1,2,1,2,2,3,2,1,1,2,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,4,5,5,1,5,5,5,5,1,5,5,5,1,2,2,3,2,1,5,5,5,5,5,2,,1,5,5,1,2,,,,,,,,,3.75,1.33333,1.5,3,0,1,0,0,1,0,0,1,0,3.66667,1,2,2.33333,,1.14286,1.75,6,4.75,4.11111,1.83333,5,2.42857,1.31818,4.30769,2.65873,1,3,1,5,4,5,4,5,1,5,3.66667,1.25,1,3,2,1,1,1,1.5,0.153846,0.272727
6C,,1845,1,10,Aracaju,1,11,feminino,branco,5,3,5,5,5,5,3,2,1,3,1,2,4,2,1,1,5,,,4,5,3,1,4,3,3,4,4,5,5,3,3,5,,,3,2,5,4,3,,,2,4,1,1,1,,,,5,5,5,5,1,4,5,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,,,,,5,2,2,2,2,5,5,5,5,5,5,1,4,2,,1,1,,1,5,,,1,,1,1,,1,,3.8,3.66667,,,,2,2,0,0,1,0,0,0,0,0,,,1,3.77778,,,4.28571,5,2,2.6,5,,3.66667,3.28571,2.33333,5,1,1,3,1,1,1,1,3,4,5,2.22222,3,2.72727,5,4,5,2.33333,1,,0.153846,0.227273
6C,,1846,1,10,Aracaju,1,12,feminino,preto,5,4,1,1,2,2,1,5,1,3,1,1,1,1,1,1,1,1,1,2,5,2,1,1,1,2,5,5,5,5,2,,5,5,1,5,2,5,3,1,2,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,,2,4,1,5,5,3,5,5,5,5,5,1,1,1,1,1,1,3,5,5,5,5,2,3,1,4,1,1,1,,1,,,,,,3.66667,4.75,1.66667,2.5,1,1,1,0,0,1,0,0,1,0,4.33333,1.66667,3,2.44444,1.5,1.57143,1,5,,4.33333,1,4.6,3.4,1.33333,3.91667,2.39048,1,1,2,5,5,4,4,5,1,5,3.55556,1.6,1.45455,1,1,1,2.33333,1,1,0.230769,0.227273
6c,,1847,1,10,Aracaju,1,12,masculino,pardo,3,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,5,1,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,5,5,5,1,1,5,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,,1,,1,,,,,1.2,3.66667,3.5,1,1,2,0,0,0,0,1,0,1,0,1,1.83333,1,2,1.77778,1,1,1.125,5,1,2.88889,1.16667,1.2,1.8125,1.04167,2.30769,1.12222,1,3,1,5,5,5,5,5,4,5,4.22222,1,1,1,1,1,1,1,1,0.153846,0.227273
6C,AMEAÇADA,1848,1,10,Aracaju,1,12,feminino,branco,3,3,2,3,3,3,2,4,3,3,2,1,2,4,1,1,4,1,3,4,4,4,3,2,2,2,1,3,4,4,4,1,3,5,1,5,2,1,3,1,3,3,3,4,1,,4,4,4,3,3,4,4,2,3,5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,4,5,5,5,1,1,2,2,4,3,3,5,2,3,3,4,4,4,3,1,2,1,5,4,1,1,1,1,,,,,3,2.33333,3.75,1.66667,3,0,1,0,0,1,0,0,0,0,1,2.16667,1.33333,1,2.88889,2.5625,,3.625,3,2,3,3.33333,3.6,2.8125,2.91667,2.69231,3.46667,1,3,3,4,3,3,3,4,2,3,3.11111,2.4,2.63636,4,5,5,2.66667,4,4,0.153846,0.136364
6C,,1849,1,10,Aracaju,1,11,feminino,branco,3,4,3,3,2,3,3,4,4,1,,4,5,2,1,1,4,1,1,1,1,2,2,3,2,1,2,3,2,2,1,1,4,4,1,4,4,4,1,1,1,1,1,1,2,1,1,1,2,1,4,3,1,1,1,2,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,4,4,4,5,5,5,5,5,3,5,3,4,5,1,5,5,3,3,3,3,3,3,4,3,2,2,1,5,2,1,1,,1,1,,,,1.4,3,3.5,1,1,2,1,1,0,1,0,0,1,0,1,4.16667,1,1,3.22222,,1.28571,1.75,7,4.25,4.44444,3.33333,3.2,2.0625,1.95652,4.38462,2.60635,1,3,2,3,3,4,3,3,2,2,2.77778,1.6,2.3,3,2,1,1.33333,1,1.5,0.230769,0.318182
6C,,1850,1,10,Aracaju,1,11,feminino,branco,4,4,3,4,2,3,2,2,5,3,2,1,3,1,1,1,4,1,1,2,2,1,1,3,5,3,4,4,3,2,1,1,3,2,1,2,5,3,2,1,1,1,1,2,2,1,1,1,1,1,1,2,,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,2,1,1,5,5,5,4,1,1,3,2,1,3,3,1,1,1,2,4,4,1,4,2,,1,5,4,1,1,,,,1,,,2,3,2,1,1.5,0,1,0,0,1,0,0,1,0,1,2,1,1,3.22222,2,1.28571,1.14286,4,1.5,3,1.66667,3,2.25,1.73913,2.53846,1.98413,1,2,2,3,2,4,3,4,4,1,2.77778,1.6,2.18182,2,1,1,1.66667,1,1,0.153846,0.181818
6ª ano,,1851,1,10,Aracaju,1,12,masculino,,1,2,1,1,2,5,1,4,1,2,1,1,1,5,1,1,1,5,1,2,1,2,1,1,1,1,3,1,3,4,1,3,4,4,1,5,2,5,3,2,3,1,5,5,1,5,1,1,5,2,3,4,1,1,5,5,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,5,2,5,1,2,3,2,4,4,1,1,1,3,5,2,3,1,3,1,5,3,2,,,1,2,,2,,1,,,,,2.4,4,4.5,1.33333,3,2,1,1,0,0,0,1,0,0,0,2.66667,3.33333,,2,1.6875,3.28571,3.25,5,2.25,2.66667,2.5,2.6,2.5625,2.20833,2.53846,2.79524,1,5,4,5,5,4,1,5,2,5,4,2.2,1.45455,4,5,5,3.66667,3,3,0.153846,0.227273
6º c,,1852,1,10,Aracaju,1,11,masculino,pardo,2,5,1,2,2,3,1,3,4,1,1,1,2,1,1,1,4,1,1,1,2,2,1,5,4,1,2,,1,2,4,1,1,2,1,2,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,2,1,4,5,3,1,1,1,2,1,1,1,1,1,1,1,1,3,4,4,4,2,,1,5,3,1,2,,,,,,,1.8,,2,2,1,3,0,1,0,0,1,0,1,0,0,1.16667,2,2,2.55556,1.8125,1,1,6,1.5,2.11111,1,3.2,1.8,1.54167,1.92308,1.73333,1,4,1,5,4,4,3,5,3,2,3.44444,1,2.18182,1,1,1,1,1,1,0.230769,0.272727
6º c,,1853,1,10,Aracaju,1,11,masculino,preto,1,5,1,3,3,2,1,3,1,1,1,1,1,1,1,1,5,1,2,2,1,2,3,1,2,1,1,4,3,4,4,1,4,4,1,5,3,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,3,3,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,1,3,5,3,3,2,3,,4,1,1,2,1,,,,,,2.6,2.33333,3.5,1.33333,1,1,0,0,0,0,1,0,0,0,0,4,1,3,2.22222,1.625,1,1.375,2,3.5,4.33333,1,3,2.5,1.54167,4.07692,1.66667,1,5,1,5,3,3,4,5,3,5,3.77778,1.4,1.72727,2,1,2,1,1,1,0.0769231,0.0909091
